LotDescription,Return Month,EvidencedSpend,Sector,SME or Large,,SupplierName,CustomerName
Platform as a Service (PaaS),01/01/2014,615,Central Government,Large,,FCO SERVICES,Home Office
Specialist Cloud Services,01/02/2014,4600.4,Central Government,SME,,Methods Consulting Ltd,Office for National Statistics
Specialist Cloud Services,01/02/2014,12826,Central Government,SME,,Methods Consulting Ltd,Office for National Statistics
Specialist Cloud Services,01/11/2013,33180,Central Government,SME,,Affinity Digital (Tech) Ltd,Cabinet Office
Specialist Cloud Services,01/11/2013,26070,Central Government,SME,,Affinity Digital (Tech) Ltd,Cabinet Office
Specialist Cloud Services,01/02/2014,2190,Central Government,SME,,Methods Consulting Ltd,Office for National Statistics
Specialist Cloud Services,01/02/2014,10136.25,Central Government,SME,,Methods Consulting Ltd,Office for National Statistics
Specialist Cloud Services,01/02/2014,11500,Central Government,SME,,Methods Consulting Ltd,Skills Funding Agency
Specialist Cloud Services,01/02/2014,9595,Local Government,SME,,Methods Consulting Ltd,London Borough of Hounslow Council
Specialist Cloud Services,01/02/2014,14500,Central Government,SME,,Methods Consulting Ltd,Highways Agency
Specialist Cloud Services,01/02/2014,14300,Central Government,SME,,Methods Consulting Ltd,Home Office
Specialist Cloud Services,01/09/2012,2950,Fire and Rescue,SME,,North Highland UK Ltd,Merseyside Fire and Rescue Service
Software as a Service (SaaS),01/03/2013,1500,Central Government,SME,,Informed Solutions,Cabinet Office
Specialist Cloud Services,01/02/2014,1925,Local Government,SME,,Methods Consulting Ltd,London Borough of Hounslow Council
Specialist Cloud Services,01/02/2014,10800,Central Government,SME,,Methods Consulting Ltd,Maritime and Coastguard Agency
Specialist Cloud Services,01/02/2014,477.32,Central Government,SME,,Methods Consulting Ltd,Department for Education
Specialist Cloud Services,01/02/2014,4785.9,Central Government,SME,,Methods Consulting Ltd,Office for National Statistics
Specialist Cloud Services,01/02/2014,9200,Central Government,SME,,Methods Consulting Ltd,Treasury Solicitors Department
Specialist Cloud Services,01/02/2014,2750,Local Government,SME,,Methods Consulting Ltd,London Borough of Hounslow Council
Specialist Cloud Services,01/02/2014,13300,Police,SME,,Methods Consulting Ltd,Office of the Police and Crime Commissioner for Greater Manchester
Specialist Cloud Services,01/02/2014,9975,Police,SME,,Methods Consulting Ltd,Office of the Police and Crime Commissioner for Greater Manchester
Specialist Cloud Services,01/02/2014,4750,Police,SME,,Methods Consulting Ltd,Office of the Police and Crime Commissioner for Greater Manchester
Specialist Cloud Services,01/02/2014,6000,Central Government,SME,,Methods Consulting Ltd,Skills Funding Agency
Specialist Cloud Services,01/02/2014,10000,Local Government,SME,,Methods Consulting Ltd,London Borough of Hounslow Council
Specialist Cloud Services,01/02/2014,8162,Central Government,SME,,Methods Consulting Ltd,Office for National Statistics
Specialist Cloud Services,01/02/2014,58333,Central Government,SME,,Methods Consulting Ltd,Home Office
Specialist Cloud Services,01/02/2014,10340,Central Government,SME,,Methods Consulting Ltd,Skills Funding Agency
Specialist Cloud Services,01/02/2014,20900,Police,SME,,Methods Consulting Ltd,Office of the Police and Crime Commissioner for Greater Manchester
Specialist Cloud Services,01/02/2014,10400,Local Government,SME,,Methods Consulting Ltd,London Borough of Hounslow Council
Specialist Cloud Services,01/02/2014,9711,Local Government,SME,,Methods Consulting Ltd,London Borough of Hounslow Council
Specialist Cloud Services,01/02/2014,8876.4,Central Government,SME,,Methods Consulting Ltd,Office for National Statistics
Software as a Service (SaaS),01/03/2013,22600,Central Government,SME,,Informed Solutions,Cabinet Office
Specialist Cloud Services,01/12/2013,1540,Central Government,Large,,Steria Ltd,Home Office
Specialist Cloud Services,01/12/2013,14700,Central Government,Large,,Steria Ltd,Home Office
Specialist Cloud Services,01/12/2013,60044.33,Central Government,Large,,Steria Ltd,Home Office
Specialist Cloud Services,01/02/2014,10200,Central Government,SME,,Methods Consulting Ltd,Maritime and Coastguard Agency
Software as a Service (SaaS),01/01/2014,2900.06,Central Government,SME,,Redweb Ltd,Cabinet Office
Software as a Service (SaaS),01/11/2013,13054.92,Central Government,SME,,Redweb Ltd,Cabinet Office
Software as a Service (SaaS),01/01/2014,820.02,Central Government,SME,,Redweb Ltd,Cabinet Office
Specialist Cloud Services,01/02/2014,11000,Local Government,SME,,Methods Consulting Ltd,London Borough of Hounslow Council
Specialist Cloud Services,01/02/2014,5000,Local Government,SME,,Methods Consulting Ltd,London Borough of Hounslow Council
Specialist Cloud Services,01/02/2014,6132.31,Local Government,SME,,Methods Consulting Ltd,London Borough of Hounslow Council
Specialist Cloud Services,01/02/2014,8125.91,Local Government,SME,,Methods Consulting Ltd,London Borough of Hounslow Council
Specialist Cloud Services,01/02/2014,9911,Central Government,SME,,Methods Consulting Ltd,Office for National Statistics
Specialist Cloud Services,01/02/2014,7875,Local Government,SME,,Methods Consulting Ltd,London Borough of Hounslow Council
Specialist Cloud Services,01/02/2014,3547.8,Central Government,SME,,Methods Consulting Ltd,Office for National Statistics
Specialist Cloud Services,01/01/2014,-98454.16,Central Government,Large,,Steria Ltd,Home Office
Specialist Cloud Services,01/02/2014,1500,Local Government,SME,,Methods Consulting Ltd,London Borough of Hounslow Council
Specialist Cloud Services,01/01/2014,11000,Central Government,SME,,Alpine Resourcing Limited,Home Office
Specialist Cloud Services,01/02/2014,6000,Local Government,SME,,Methods Consulting Ltd,London Borough of Hounslow Council
Specialist Cloud Services,01/02/2014,12045,Central Government,SME,,Methods Consulting Ltd,Office for National Statistics
Specialist Cloud Services,01/09/2013,14500,Central Government,SME,,Actica Consulting Ltd,Department for Education
Specialist Cloud Services,01/02/2014,12100,Central Government,SME,,Methods Consulting Ltd,Skills Funding Agency
Specialist Cloud Services,01/02/2014,2087.2,Local Government,SME,,Methods Consulting Ltd,London Borough of Hounslow Council
Specialist Cloud Services,01/02/2014,4174.4,Local Government,SME,,Methods Consulting Ltd,London Borough of Hounslow Council
Software as a Service (SaaS),01/04/2012,43200,Central Government,Large,,SYMANTEC LTD,Public Health England
Software as a Service (SaaS),01/04/2012,33939.36,Local Government,Large,,SYMANTEC LTD,Oxfordshire County Council
Specialist Cloud Services,01/02/2014,7665,Central Government,SME,,Methods Consulting Ltd,Office for National Statistics
Specialist Cloud Services,01/02/2014,8400,Central Government,SME,,Methods Consulting Ltd,Maritime and Coastguard Agency
Specialist Cloud Services,01/02/2014,10310,Local Government,SME,,Methods Consulting Ltd,London Borough of Hounslow Council
Specialist Cloud Services,01/11/2013,3707.5,Central Government,SME,,Redweb Ltd,National Crime Agency
Specialist Cloud Services,01/02/2014,3986.02,Local Government,SME,,Methods Consulting Ltd,London Borough of Hounslow Council
Specialist Cloud Services,01/02/2014,14300,Local Government,SME,,Methods Consulting Ltd,London Borough of Hounslow Council
Specialist Cloud Services,01/02/2014,6500,Local Government,SME,,Methods Consulting Ltd,London Borough of Hounslow Council
Specialist Cloud Services,01/02/2014,8614.4,Central Government,SME,,Methods Consulting Ltd,Office for National Statistics
Specialist Cloud Services,01/02/2014,10237.5,Central Government,SME,,Methods Consulting Ltd,Treasury Solicitors Department
Specialist Cloud Services,01/02/2014,10340,Central Government,SME,,Methods Consulting Ltd,Skills Funding Agency
Specialist Cloud Services,01/02/2014,9400,Central Government,SME,,Methods Consulting Ltd,Skills Funding Agency
Specialist Cloud Services,01/09/2013,1080,Central Government,Large,,FDM Group,National Audit Office
Specialist Cloud Services,01/09/2013,810,Central Government,Large,,FDM Group,National Audit Office
Specialist Cloud Services,01/09/2013,1350,Central Government,Large,,FDM Group,National Audit Office
Specialist Cloud Services,01/02/2014,30000,Central Government,SME,,IndigoBlue Consulting Limited,Home Office
Specialist Cloud Services,01/03/2014,56400,Central Government,SME,,IndigoBlue Consulting Limited,Home Office
Specialist Cloud Services,01/03/2014,19950,Central Government,SME,,IndigoBlue Consulting Limited,Home Office
Specialist Cloud Services,01/03/2014,7000,Central Government,SME,,IndigoBlue Consulting Limited,Home Office
Specialist Cloud Services,01/02/2014,6000,Central Government,SME,,IndigoBlue Consulting Limited,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/02/2014,35000,Central Government,SME,,IndigoBlue Consulting Limited,British Council
Specialist Cloud Services,01/03/2014,76158,Central Government,SME,,IndigoBlue Consulting Limited,Home Office
Specialist Cloud Services,01/03/2014,24000,Central Government,SME,,IndigoBlue Consulting Limited,Driver and Vehicle Licensing Agency
Specialist Cloud Services,01/03/2014,52000,Police,SME,,IndigoBlue Consulting Limited,Metropolitan Police Service
Infrastructure as a Service (IaaS),01/02/2014,1266.65,Central Government,SME,,Carrenza Ltd,Government Digital Service
Software as a Service (SaaS),01/01/2014,12000,Local Government,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Oxford City Council
Infrastructure as a Service (IaaS),01/02/2014,336.44,Central Government,Large,,ComputaCenter (UK) Ltd,Care Quality Commission
Software as a Service (SaaS),01/07/2013,1800,Education,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Nuffield Department of Surgery
Software as a Service (SaaS),01/08/2013,1800,Local Government,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Knowsley Borough Council
Software as a Service (SaaS),01/02/2014,1800,Local Government,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Knowsley Metropolitan Borough Council
Software as a Service (SaaS),01/02/2014,1800,Health,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Oxford University Hospitals NHS Trust
Software as a Service (SaaS),01/10/2013,840,Devolved Administrations,SME,,INOVEM LTD,Department Of Education
Specialist Cloud Services,01/11/2013,3846.1,Local Government,SME,,ARCUS GLOBAL LTD,Buckinghamshire County Council
Software as a Service (SaaS),01/06/2013,500,Health,SME,,INOVEM LTD,Royal Marsden NHS Foundation Trust
Software as a Service (SaaS),01/05/2013,18000,Health,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Central and North West London NHS Foundation Trust
Software as a Service (SaaS),01/10/2012,18000,Central Government,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Department for Work And Pensions
Software as a Service (SaaS),01/01/2013,15000,Central Government,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Cabinet Office
Software as a Service (SaaS),01/10/2012,30000,Central Government,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Crown Prosecution Service
Software as a Service (SaaS),01/03/2013,11700,Central Government,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Health and Safety Executive
Software as a Service (SaaS),01/11/2012,3600,Central Government,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Forestry Commission
Software as a Service (SaaS),01/08/2013,18000,Local Government,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Surrey County Council
Software as a Service (SaaS),01/08/2013,28800,Health,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Salford
Software as a Service (SaaS),01/02/2014,18000,Central Government,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Office of the Gas and Electricity Markets
Software as a Service (SaaS),01/02/2014,36000,Not for Profit,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,The Royal Parks Foundation
Software as a Service (SaaS),01/11/2013,5800,Central Government,SME,,INOVEM LTD,Ministry of Justice
Software as a Service (SaaS),01/06/2013,2930,Health,SME,,INOVEM LTD,NHS Central Southern CSU
Software as a Service (SaaS),01/06/2013,12150,Health,SME,,INOVEM LTD,NHS Central Southern CSU
Software as a Service (SaaS),01/03/2014,14556,Health,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Birmingham and Solihull Mental Health NHS Foundation Trust
Software as a Service (SaaS),01/03/2014,14556,Health,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Birmingham and Solihull Mental Health NHS Foundation Trust
Infrastructure as a Service (IaaS),01/02/2014,897.2,Central Government,Large,,ComputaCenter (UK) Ltd,Care Quality Commission
Software as a Service (SaaS),01/11/2013,385,Central Government,Large,,EQUINITI ICS LTD,Civil Aviation Authority
Infrastructure as a Service (IaaS),01/02/2014,24796.8,Central Government,Large,,ComputaCenter (UK) Ltd,Care Quality Commission
Software as a Service (SaaS),01/02/2014,2160,Health,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Oxford University Hospitals NHS Trust
Software as a Service (SaaS),01/06/2013,1440,Central Government,SME,,INOVEM LTD,Parliamentary Communications Directorate
Software as a Service (SaaS),01/03/2014,252,Local Government,SME,,INOVEM LTD,Havant Borough Council
Software as a Service (SaaS),01/04/2012,20000,Central Government,SME,,SQUIZ UK LTD,HM Land Registry
Software as a Service (SaaS),01/06/2012,30000,Not for Profit,SME,,LEARNING POOL,Connexions Northampton Partnership Limited
Software as a Service (SaaS),01/06/2012,20000,Fire and Rescue,SME,,LEARNING POOL,Cambridgeshire Fire and Rescue Service
Software as a Service (SaaS),01/08/2012,35000,Local Government,SME,,LEARNING POOL,Lincolnshire County Council
Infrastructure as a Service (IaaS),01/02/2014,504.68,Central Government,Large,,ComputaCenter (UK) Ltd,Care Quality Commission
Software as a Service (SaaS),01/03/2014,109200,Central Government,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Department For Business Innovation And Skills
Software as a Service (SaaS),01/03/2014,109200,Central Government,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Department For Business Innovation And Skills
Software as a Service (SaaS),01/10/2013,6730,Local Government,SME,,INOVEM LTD,Havant Borough Council
Infrastructure as a Service (IaaS),01/02/2014,810,Central Government,Large,,ComputaCenter (UK) Ltd,Care Quality Commission
Specialist Cloud Services,01/11/2013,8330,Local Government,SME,,ARCUS GLOBAL LTD,Buckinghamshire County Council
Software as a Service (SaaS),01/11/2013,2520,Local Government,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Cornwall Council
Software as a Service (SaaS),01/03/2014,2520,Devolved Administrations,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Scottish Government
Software as a Service (SaaS),01/03/2014,2520,Devolved Administrations,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Scottish Government
Infrastructure as a Service (IaaS),01/02/2014,108,Central Government,Large,,ComputaCenter (UK) Ltd,Care Quality Commission
Software as a Service (SaaS),01/08/2012,2700,Central Government,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Ordnance Survey
Software as a Service (SaaS),01/03/2014,2700,Devolved Administrations,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Belfast City Council
Software as a Service (SaaS),01/03/2014,2700,Devolved Administrations,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Belfast City Council
Software as a Service (SaaS),01/03/2014,2700,Local Government,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,London Borough of Croydon
Software as a Service (SaaS),01/03/2014,2700,Local Government,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,London Borough of Croydon
Software as a Service (SaaS),01/05/2012,12000,Central Government,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Department For Business Innovation And Skills
Software as a Service (SaaS),01/03/2013,14400,Central Government,SME,,NINIAN SOLUTIONS LTD T/A HUDDLE,Department For Business Innovation And Skills
